PolicyID,AccountID,ProductID,InsurerID,StartDate,EndDate,Status
POL0000384,A05774,P00001,I00005,3/12/2021,12/16/2027,Cancelled
POL0000385,A00373,P00003,I00005,7/24/2024,5/21/2025,Expired
POL0000386,A00166,P00006,I00004,5/1/2022,8/29/2026,Expired
POL0000387,A03300,P00002,I00003,11/18/2020,3/22/2025,Cancelled
POL0000388,A00926,P00003,I00003,10/25/2021,4/4/2028,Cancelled
POL0000389,A03032,P00007,I00002,8/15/2023,10/2/2025,Cancelled
POL0000390,A04601,P00005,I00005,10/14/2019,10/1/2028,Cancelled
POL0000391,A02364,P00001,I00004,5/22/2024,2/13/2027,Cancelled
POL0000392,A06005,P00003,I00001,2/28/2024,3/19/2029,Active
POL0000393,A00388,P00003,I00006,5/11/2021,8/8/2027,Expired
POL0000394,A04136,P00001,I00002,10/31/2021,11/9/2025,Active
POL0000395,A05624,P00001,I00005,9/6/2021,12/18/2025,Cancelled
POL0000396,A02279,P00002,I00003,4/2/2024,10/21/2026,Expired
POL0000397,A02342,P00002,I00003,10/17/2020,2/17/2029,Expired
POL0000398,A04088,P00005,I00002,6/7/2024,1/13/2026,Cancelled
POL0000399,A03550,P00002,I00002,7/6/2020,6/16/2029,Expired
POL0000400,A02788,P00006,I00001,3/24/2023,5/29/2027,Active
POL0000401,A02262,P00005,I00005,11/9/2021,1/21/2027,Expired
POL0000402,A05526,P00005,I00003,2/7/2022,9/15/2026,Expired
POL0000403,A05369,P00003,I00002,1/9/2021,12/10/2028,Cancelled
POL0000404,A00283,P00004,I00004,12/23/2020,12/27/2024,Cancelled
POL0000405,A03763,P00001,I00003,5/27/2020,12/24/2027,Cancelled
POL0000406,A02355,P00005,I00002,3/25/2024,12/23/2027,Expired
POL0000407,A03100,P00003,I00002,8/20/2023,8/24/2028,Cancelled
POL0000408,A04732,P00002,I00001,12/23/2022,12/7/2025,Cancelled
POL0000409,A02849,P00004,I00003,3/15/2022,3/19/2027,Active
POL0000410,A05638,P00001,I00005,7/22/2021,3/13/2025,Active
POL0000411,A05888,P00001,I00005,4/12/2020,1/5/2027,Active
POL0000412,A02804,P00004,I00001,12/17/2019,1/10/2025,Active
POL0000413,A04746,P00004,I00004,12/29/2019,6/23/2027,Cancelled
POL0000414,A04577,P00007,I00006,3/11/2024,6/22/2028,Expired
POL0000415,A01676,P00004,I00001,8/17/2023,4/1/2025,Active
POL0000416,A06002,P00004,I00004,8/22/2021,9/12/2026,Active
POL0000417,A01124,P00003,I00003,3/26/2022,3/2/2025,Active
POL0000418,A04411,P00006,I00005,11/10/2021,2/13/2025,Active
POL0000419,A05511,P00001,I00001,2/17/2023,1/28/2029,Expired
POL0000420,A04111,P00006,I00005,5/16/2020,9/28/2024,Expired
POL0000421,A02350,P00004,I00003,8/31/2023,11/14/2027,Expired
POL0000422,A04754,P00001,I00005,10/19/2020,11/1/2024,Cancelled
POL0000423,A02320,P00007,I00006,2/23/2021,1/25/2029,Expired
POL0000424,A00310,P00002,I00004,11/6/2019,9/22/2027,Expired
POL0000425,A02020,P00006,I00003,6/29/2020,8/30/2026,Active
POL0000426,A05051,P00004,I00004,11/17/2021,1/6/2028,Cancelled
POL0000427,A06427,P00002,I00003,4/24/2020,8/6/2026,Active
POL0000428,A01571,P00005,I00006,7/16/2023,8/8/2027,Cancelled
POL0000429,A06209,P00003,I00006,9/15/2021,7/3/2026,Expired
POL0000430,A05723,P00004,I00001,6/11/2023,5/11/2028,Expired
POL0000431,A01172,P00002,I00001,4/28/2023,9/17/2026,Expired
POL0000432,A00788,P00005,I00001,7/21/2020,6/8/2029,Active
POL0000433,A05615,P00007,I00005,6/24/2022,4/5/2027,Cancelled
POL0000434,A05711,P00005,I00004,1/24/2023,3/4/2028,Cancelled
POL0000435,A06237,P00006,I00006,2/18/2024,7/10/2028,Expired
POL0000436,A01782,P00004,I00001,11/23/2021,2/10/2029,Active
POL0000437,A05336,P00002,I00004,4/22/2023,1/26/2027,Expired
POL0000438,A05423,P00005,I00003,7/9/2023,10/17/2024,Active
POL0000439,A02019,P00004,I00002,6/20/2023,5/9/2026,Expired
POL0000440,A05489,P00006,I00003,10/24/2022,3/5/2025,Cancelled
POL0000441,A01939,P00006,I00005,2/14/2023,10/3/2028,Active
POL0000442,A01686,P00007,I00001,3/15/2024,2/23/2028,Expired
POL0000443,A02658,P00001,I00004,6/25/2022,8/12/2026,Cancelled
POL0000444,A01963,P00004,I00002,9/4/2020,5/26/2028,Active
POL0000445,A03371,P00001,I00005,5/21/2023,11/2/2024,Cancelled
POL0000446,A06318,P00003,I00005,3/3/2024,11/9/2025,Expired
POL0000447,A06059,P00007,I00003,7/10/2024,4/8/2029,Active
POL0000448,A04670,P00003,I00001,12/7/2023,6/8/2028,Expired
POL0000449,A02467,P00001,I00003,11/3/2021,9/5/2026,Cancelled
POL0000450,A02434,P00004,I00001,7/12/2024,1/28/2029,Cancelled
POL0000451,A06465,P00001,I00003,4/17/2023,10/8/2024,Cancelled
POL0000452,A03873,P00002,I00004,12/15/2022,5/17/2028,Cancelled
POL0000453,A03638,P00003,I00006,1/19/2023,5/2/2025,Expired
POL0000454,A03040,P00006,I00006,1/29/2021,7/6/2027,Active
POL0000455,A00645,P00001,I00005,10/26/2020,10/7/2025,Cancelled
POL0000456,A02005,P00005,I00002,1/29/2022,10/21/2024,Expired
POL0000457,A04328,P00004,I00006,12/4/2019,1/19/2029,Cancelled
POL0000458,A03595,P00001,I00002,7/8/2021,6/11/2028,Active
POL0000459,A03572,P00005,I00001,10/30/2022,10/17/2024,Active
POL0000460,A04781,P00007,I00003,10/4/2020,6/20/2026,Expired
POL0000461,A00431,P00006,I00003,6/16/2022,11/11/2028,Active
POL0000462,A02787,P00007,I00001,10/9/2023,3/13/2026,Active
POL0000463,A05048,P00002,I00005,6/3/2024,5/12/2026,Active
POL0000464,A05181,P00006,I00006,3/3/2021,12/20/2027,Cancelled
POL0000465,A02511,P00001,I00004,9/15/2023,6/10/2029,Cancelled
POL0000466,A00346,P00003,I00001,8/9/2024,5/11/2026,Cancelled
POL0000467,A05070,P00005,I00001,5/14/2021,6/2/2028,Active
POL0000468,A05710,P00005,I00006,11/11/2019,2/12/2026,Active
POL0000469,A04706,P00003,I00001,4/18/2021,1/21/2029,Cancelled
POL0000470,A02860,P00004,I00002,2/14/2021,9/6/2024,Expired
POL0000471,A02488,P00003,I00001,2/29/2024,4/23/2028,Active
POL0000472,A03986,P00005,I00002,1/18/2022,4/23/2025,Cancelled
POL0000473,A06447,P00001,I00002,1/14/2021,4/14/2027,Cancelled
POL0000474,A01574,P00002,I00005,4/8/2022,3/23/2025,Cancelled
POL0000475,A01722,P00005,I00004,1/21/2023,7/20/2026,Cancelled
POL0000476,A01332,P00005,I00005,11/11/2022,10/23/2026,Cancelled
POL0000477,A01455,P00004,I00006,7/18/2022,6/16/2027,Expired
POL0000478,A00302,P00006,I00001,1/1/2023,11/19/2027,Expired
POL0000479,A03150,P00004,I00001,3/23/2023,4/8/2029,Cancelled
POL0000480,A05166,P00004,I00001,9/6/2019,5/3/2026,Active
POL0000481,A06429,P00005,I00004,8/17/2022,9/3/2026,Active
POL0000482,A03186,P00007,I00006,7/30/2024,6/19/2028,Expired
POL0000483,A01162,P00006,I00004,3/10/2021,6/19/2027,Expired
POL0000484,A00367,P00005,I00006,8/5/2020,10/7/2026,Cancelled
POL0000485,A06255,P00006,I00006,12/3/2023,1/2/2025,Active
POL0000486,A00022,P00004,I00005,3/29/2024,4/7/2029,Cancelled
POL0000487,A04453,P00002,I00005,6/10/2021,6/3/2028,Cancelled
POL0000488,A01982,P00002,I00005,11/28/2019,2/12/2027,Expired
POL0000489,A02410,P00003,I00006,6/30/2023,1/8/2025,Cancelled
POL0000490,A01729,P00007,I00002,11/26/2021,4/14/2027,Active
POL0000491,A01765,P00006,I00002,6/6/2022,12/27/2024,Active
POL0000492,A04459,P00004,I00003,4/4/2022,7/25/2029,Cancelled
POL0000493,A01460,P00006,I00001,10/4/2022,7/11/2027,Active
POL0000494,A00952,P00005,I00005,12/14/2020,6/14/2025,Active
POL0000495,A04181,P00003,I00006,7/11/2021,4/12/2027,Cancelled
POL0000496,A03067,P00002,I00002,10/20/2023,9/10/2028,Cancelled
POL0000497,A06481,P00007,I00004,4/1/2020,1/10/2028,Active
POL0000498,A03877,P00006,I00003,5/30/2024,5/17/2029,Cancelled
POL0000499,A03156,P00002,I00003,4/9/2024,1/31/2026,Cancelled
POL0000500,A03064,P00006,I00004,5/16/2022,10/4/2026,Expired
POL0000501,A00157,P00001,I00003,12/12/2019,8/26/2026,Active
POL0000502,A04238,P00006,I00002,12/8/2022,9/15/2027,Expired
POL0000503,A06480,P00006,I00006,3/4/2022,10/14/2025,Active
POL0000504,A01413,P00004,I00001,1/12/2020,5/1/2025,Expired
POL0000505,A02433,P00005,I00001,4/23/2020,7/31/2028,Expired
POL0000506,A05852,P00001,I00003,6/9/2020,11/1/2028,Active
POL0000507,A00894,P00002,I00001,3/26/2023,12/22/2027,Cancelled
POL0000508,A02812,P00002,I00001,7/5/2022,4/17/2027,Expired
POL0000509,A03589,P00006,I00006,2/27/2024,11/21/2026,Cancelled
POL0000510,A05669,P00005,I00004,6/8/2023,1/28/2026,Expired
POL0000511,A05671,P00007,I00003,7/8/2024,7/28/2025,Cancelled
POL0000512,A01311,P00007,I00006,12/5/2021,2/6/2027,Active
POL0000513,A05902,P00002,I00006,1/25/2022,7/7/2029,Expired
POL0000514,A03863,P00003,I00003,8/22/2022,4/16/2025,Active
POL0000515,A03652,P00005,I00002,3/14/2022,10/10/2026,Expired
POL0000516,A01326,P00001,I00002,2/23/2020,5/12/2028,Active
POL0000517,A05889,P00005,I00001,2/16/2023,5/26/2027,Expired
POL0000518,A02377,P00001,I00005,2/3/2023,9/24/2025,Cancelled
POL0000519,A03421,P00001,I00005,10/15/2019,2/22/2025,Cancelled
POL0000520,A02743,P00006,I00003,10/18/2022,5/28/2026,Expired
POL0000521,A02929,P00004,I00005,3/21/2020,2/17/2026,Active
POL0000522,A04184,P00002,I00004,5/21/2020,9/7/2028,Cancelled
POL0000523,A00631,P00007,I00001,12/11/2022,6/3/2026,Active
POL0000524,A05515,P00007,I00001,2/13/2021,5/12/2025,Active
POL0000525,A04130,P00003,I00001,1/5/2022,1/8/2028,Cancelled
POL0000526,A02772,P00007,I00004,2/27/2021,11/21/2026,Cancelled
POL0000527,A03368,P00004,I00004,7/23/2020,7/7/2025,Cancelled
POL0000528,A04013,P00005,I00005,2/20/2024,10/6/2026,Cancelled
POL0000529,A00631,P00003,I00003,12/25/2019,11/18/2028,Active
POL0000530,A00857,P00007,I00001,1/28/2020,6/21/2026,Expired
POL0000531,A02890,P00003,I00006,9/6/2023,11/20/2028,Active
POL0000532,A02367,P00001,I00002,7/8/2021,4/9/2028,Active
POL0000533,A01112,P00005,I00004,12/30/2019,6/23/2029,Cancelled
POL0000534,A04612,P00002,I00006,6/30/2024,3/10/2029,Cancelled
POL0000535,A06260,P00007,I00003,11/22/2019,9/27/2024,Active
POL0000536,A04706,P00004,I00002,2/22/2023,10/25/2028,Cancelled
POL0000537,A00828,P00001,I00001,11/2/2020,10/12/2027,Cancelled
POL0000538,A06170,P00007,I00002,9/5/2020,4/15/2029,Expired
POL0000539,A03761,P00005,I00004,6/15/2022,1/18/2025,Expired
POL0000540,A03172,P00004,I00004,7/10/2022,12/14/2026,Cancelled
POL0000541,A05697,P00004,I00005,3/14/2022,1/11/2028,Active
POL0000542,A00095,P00003,I00005,1/13/2024,5/10/2027,Expired
POL0000543,A06497,P00002,I00001,3/23/2020,10/27/2024,Active
POL0000544,A05597,P00002,I00002,4/1/2024,7/22/2027,Cancelled
POL0000545,A05212,P00001,I00001,11/30/2021,8/13/2027,Expired
POL0000546,A05744,P00007,I00005,12/31/2019,4/21/2029,Expired
POL0000547,A00474,P00003,I00005,2/17/2022,2/13/2029,Cancelled
POL0000548,A02619,P00002,I00006,3/29/2020,4/15/2027,Cancelled
POL0000549,A03139,P00005,I00002,12/4/2022,5/18/2025,Active
POL0000550,A04183,P00003,I00003,7/1/2024,6/19/2027,Active
POL0000551,A01424,P00001,I00002,8/10/2021,11/8/2028,Expired
POL0000552,A02173,P00006,I00001,9/24/2022,11/15/2025,Expired
POL0000553,A05234,P00003,I00001,3/17/2020,2/24/2026,Cancelled
POL0000554,A06342,P00007,I00001,1/8/2022,12/14/2025,Active
POL0000555,A06031,P00002,I00006,6/21/2024,7/10/2027,Cancelled
POL0000556,A06215,P00003,I00005,5/13/2020,10/31/2028,Active
POL0000557,A05036,P00003,I00005,12/2/2021,5/2/2026,Cancelled
POL0000558,A00812,P00006,I00006,4/17/2024,11/17/2024,Expired
POL0000559,A02064,P00007,I00006,4/16/2022,10/29/2025,Cancelled
POL0000560,A01775,P00006,I00006,10/8/2020,4/19/2027,Expired
POL0000561,A02305,P00006,I00002,8/18/2019,2/16/2026,Expired
POL0000562,A00738,P00004,I00004,2/9/2020,3/15/2028,Expired
POL0000563,A00425,P00007,I00006,7/14/2020,1/26/2027,Expired
POL0000564,A02841,P00001,I00001,9/18/2019,10/29/2026,Active
POL0000565,A04562,P00003,I00005,3/24/2020,5/3/2028,Cancelled
POL0000566,A05523,P00003,I00003,2/13/2020,2/19/2028,Cancelled
POL0000567,A03262,P00002,I00003,9/30/2022,1/4/2028,Cancelled
POL0000568,A04928,P00004,I00005,2/15/2022,6/20/2029,Expired
POL0000569,A06274,P00003,I00001,8/13/2022,3/4/2028,Expired
POL0000570,A04447,P00002,I00001,3/20/2023,9/5/2026,Expired
POL0000571,A02686,P00004,I00005,2/4/2020,9/15/2024,Cancelled
POL0000572,A03728,P00007,I00006,1/5/2021,6/8/2026,Cancelled
POL0000573,A02763,P00007,I00003,10/25/2022,6/17/2028,Cancelled
POL0000574,A05039,P00004,I00002,4/19/2024,6/26/2027,Expired
POL0000575,A04322,P00001,I00006,5/30/2023,12/19/2027,Expired
POL0000576,A00224,P00005,I00004,10/9/2021,5/3/2028,Expired
POL0000577,A06130,P00001,I00001,11/22/2021,9/13/2025,Expired
POL0000578,A04467,P00004,I00003,4/30/2020,6/17/2026,Cancelled
POL0000579,A05448,P00006,I00005,1/9/2020,8/10/2027,Expired
POL0000580,A06472,P00006,I00003,11/6/2023,9/23/2026,Expired
POL0000581,A04652,P00003,I00004,5/23/2022,3/25/2029,Active
POL0000582,A04795,P00005,I00001,1/18/2020,9/3/2028,Cancelled
POL0000583,A05724,P00001,I00001,12/10/2023,5/24/2026,Expired
POL0000584,A02283,P00003,I00001,7/13/2023,9/23/2027,Expired
POL0000585,A06054,P00001,I00003,8/31/2023,8/7/2028,Expired
POL0000586,A03552,P00007,I00006,6/6/2023,10/22/2026,Expired
POL0000587,A04221,P00007,I00006,3/7/2020,11/19/2027,Expired
POL0000588,A02419,P00002,I00002,10/10/2022,12/30/2026,Cancelled
POL0000589,A03315,P00006,I00002,1/20/2024,11/20/2027,Cancelled
POL0000590,A03708,P00003,I00006,5/8/2024,8/3/2028,Active
POL0000591,A00904,P00003,I00002,9/15/2020,11/6/2025,Active
POL0000592,A02788,P00001,I00002,9/25/2022,1/17/2025,Active
POL0000593,A02603,P00003,I00004,6/21/2023,7/11/2027,Cancelled
POL0000594,A05198,P00007,I00002,12/30/2022,4/17/2029,Cancelled
POL0000595,A05601,P00001,I00001,1/16/2023,1/17/2029,Expired
POL0000596,A00500,P00001,I00005,5/24/2023,11/5/2026,Expired
POL0000597,A05480,P00005,I00006,3/6/2022,12/26/2027,Cancelled
POL0000598,A00957,P00003,I00003,6/11/2020,3/23/2029,Expired
POL0000599,A00015,P00005,I00003,1/4/2022,6/18/2027,Active
POL0000600,A04458,P00001,I00001,8/28/2022,8/19/2026,Active
POL0000601,A01648,P00003,I00005,5/11/2021,2/4/2029,Expired
POL0000602,A02536,P00007,I00004,3/7/2020,11/23/2026,Cancelled
POL0000603,A03388,P00003,I00005,12/16/2020,1/2/2026,Active
POL0000604,A04194,P00001,I00004,5/17/2020,8/17/2024,Cancelled
POL0000605,A00826,P00005,I00001,2/3/2022,4/22/2026,Cancelled
POL0000606,A02254,P00005,I00002,9/11/2023,3/24/2029,Cancelled
POL0000607,A06328,P00001,I00005,10/10/2022,11/22/2025,Expired
POL0000608,A00718,P00007,I00004,1/3/2020,10/10/2026,Cancelled
POL0000609,A02348,P00007,I00001,2/16/2021,9/6/2028,Active
POL0000610,A00854,P00003,I00005,7/18/2020,6/8/2026,Cancelled
POL0000611,A03687,P00002,I00006,10/1/2021,7/16/2025,Expired
POL0000612,A06075,P00006,I00004,8/8/2022,2/5/2029,Active
POL0000613,A01458,P00003,I00006,11/3/2022,7/29/2028,Expired
POL0000614,A04225,P00002,I00004,6/12/2023,8/6/2029,Active
POL0000615,A01979,P00001,I00003,3/22/2024,9/21/2024,Expired
POL0000616,A03687,P00005,I00004,5/2/2024,11/6/2024,Cancelled
POL0000617,A01370,P00002,I00004,10/23/2022,10/8/2025,Active
POL0000618,A04304,P00004,I00003,10/7/2023,7/13/2026,Cancelled
POL0000619,A04546,P00006,I00005,2/27/2020,2/7/2026,Expired
POL0000620,A01658,P00007,I00001,12/23/2023,5/4/2028,Cancelled
POL0000621,A01386,P00004,I00001,8/10/2021,10/12/2027,Active
POL0000622,A03547,P00003,I00006,8/14/2023,11/19/2026,Cancelled
POL0000623,A02593,P00004,I00004,7/30/2024,6/7/2025,Active
POL0000624,A01094,P00004,I00002,2/26/2024,7/26/2029,Cancelled
POL0000625,A00960,P00004,I00006,7/31/2020,7/19/2028,Cancelled
POL0000626,A03660,P00001,I00004,2/11/2024,12/13/2028,Expired
POL0000627,A01977,P00003,I00003,10/6/2020,12/3/2027,Active
POL0000628,A03337,P00003,I00005,10/19/2023,11/19/2025,Active
POL0000629,A01777,P00006,I00002,11/21/2023,12/16/2027,Active
POL0000630,A03467,P00004,I00003,9/14/2020,9/15/2024,Active
POL0000631,A02833,P00004,I00003,11/15/2022,6/2/2027,Cancelled
POL0000632,A01332,P00002,I00005,1/30/2024,8/19/2026,Active
POL0000633,A05417,P00003,I00006,6/1/2020,5/22/2027,Expired
POL0000634,A03010,P00007,I00004,12/13/2022,4/18/2027,Cancelled
POL0000635,A03602,P00006,I00005,6/17/2024,7/13/2029,Cancelled
POL0000636,A01725,P00001,I00001,5/11/2023,9/15/2026,Active
POL0000637,A01346,P00005,I00001,6/3/2021,12/5/2024,Cancelled
POL0000638,A04242,P00001,I00005,11/11/2020,8/16/2028,Cancelled
POL0000639,A05893,P00002,I00003,2/5/2021,11/15/2027,Expired
POL0000640,A03844,P00005,I00001,9/6/2022,7/3/2028,Expired
POL0000641,A04053,P00002,I00002,4/24/2023,8/18/2024,Expired
POL0000642,A04954,P00007,I00006,11/9/2019,1/8/2026,Expired
POL0000643,A03223,P00006,I00003,12/10/2020,7/30/2028,Expired
POL0000644,A00029,P00001,I00006,1/19/2021,12/15/2028,Expired
POL0000645,A04056,P00006,I00002,1/19/2021,5/9/2027,Active
POL0000646,A02793,P00006,I00002,6/9/2021,2/8/2025,Active
POL0000647,A06286,P00002,I00006,12/29/2021,11/16/2028,Expired
POL0000648,A00186,P00005,I00002,4/1/2021,11/23/2025,Cancelled
POL0000649,A06383,P00006,I00005,1/17/2020,7/6/2025,Cancelled
POL0000650,A06074,P00005,I00002,12/2/2023,6/17/2025,Cancelled
POL0000651,A06446,P00006,I00002,5/11/2022,12/11/2025,Cancelled
POL0000652,A05161,P00004,I00005,5/19/2020,4/1/2025,Expired
POL0000653,A04648,P00001,I00001,5/17/2022,5/21/2026,Active
POL0000654,A02836,P00001,I00003,6/16/2023,2/7/2026,Expired
POL0000655,A03545,P00004,I00006,9/11/2023,4/20/2025,Cancelled
POL0000656,A01293,P00005,I00004,1/22/2020,7/26/2029,Expired
POL0000657,A04067,P00003,I00002,2/15/2022,11/1/2026,Cancelled
POL0000658,A03269,P00005,I00004,4/10/2023,2/13/2028,Active
POL0000659,A01938,P00005,I00001,5/13/2020,10/23/2024,Expired
POL0000660,A01017,P00007,I00005,8/3/2020,9/18/2027,Active
POL0000661,A00375,P00003,I00002,5/23/2024,7/8/2029,Expired
POL0000662,A00276,P00004,I00001,10/25/2020,11/19/2024,Active
POL0000663,A02621,P00002,I00003,12/28/2021,11/16/2026,Active
POL0000664,A01190,P00001,I00006,1/9/2021,4/8/2029,Active
POL0000665,A06334,P00003,I00004,12/16/2023,5/12/2026,Active
POL0000666,A05867,P00001,I00002,9/7/2022,3/14/2027,Expired
POL0000667,A05592,P00006,I00002,8/6/2022,7/5/2027,Active
POL0000668,A04682,P00003,I00005,7/8/2021,5/21/2025,Expired
POL0000669,A05871,P00003,I00004,8/16/2019,8/31/2028,Expired
POL0000670,A06447,P00004,I00004,11/2/2021,2/26/2028,Active
POL0000671,A00194,P00007,I00004,8/16/2021,11/20/2028,Active
POL0000672,A03390,P00004,I00005,2/14/2020,1/15/2029,Active
POL0000673,A03619,P00005,I00006,8/19/2023,6/17/2026,Expired
POL0000674,A00057,P00006,I00001,1/22/2020,2/8/2029,Expired
POL0000675,A06223,P00007,I00002,8/27/2022,12/20/2028,Cancelled
POL0000676,A03408,P00001,I00005,5/27/2024,11/13/2026,Expired
POL0000677,A05444,P00003,I00005,1/22/2022,7/2/2026,Expired
POL0000678,A02308,P00003,I00001,11/17/2020,12/20/2027,Expired
POL0000679,A03340,P00004,I00004,9/22/2022,1/14/2028,Expired
POL0000680,A04466,P00005,I00005,8/11/2021,6/29/2025,Expired
POL0000681,A01779,P00004,I00001,3/3/2020,3/10/2026,Cancelled
POL0000682,A01880,P00003,I00001,4/26/2022,4/2/2025,Expired
POL0000683,A04776,P00002,I00001,6/22/2022,12/20/2024,Expired
POL0000684,A01291,P00002,I00005,6/1/2022,1/13/2027,Active
POL0000685,A05013,P00001,I00001,11/29/2023,1/4/2029,Expired
POL0000686,A01348,P00003,I00001,8/1/2024,7/21/2029,Active
POL0000687,A06271,P00002,I00005,3/27/2024,5/12/2028,Cancelled
POL0000688,A00450,P00004,I00006,6/5/2024,4/28/2026,Expired
POL0000689,A00485,P00007,I00001,5/1/2022,8/14/2026,Expired
POL0000690,A02556,P00006,I00001,4/28/2023,5/31/2027,Cancelled
POL0000691,A03018,P00006,I00004,6/22/2024,1/7/2026,Cancelled
POL0000692,A04337,P00007,I00004,7/23/2020,1/14/2028,Expired
POL0000693,A00726,P00003,I00001,11/8/2023,10/2/2028,Cancelled
POL0000694,A01685,P00004,I00002,6/20/2020,8/15/2027,Expired
POL0000695,A05217,P00006,I00002,5/28/2021,6/15/2029,Active
POL0000696,A00563,P00003,I00004,3/10/2021,8/1/2027,Expired
POL0000697,A04203,P00004,I00003,12/23/2023,1/28/2027,Cancelled
POL0000698,A04988,P00001,I00005,7/16/2024,12/19/2027,Cancelled
POL0000699,A02603,P00001,I00001,4/23/2021,2/29/2028,Cancelled
POL0000700,A00828,P00003,I00001,9/30/2021,3/3/2027,Active
POL0000701,A02589,P00005,I00003,3/8/2022,5/9/2029,Expired
POL0000702,A05216,P00007,I00003,5/5/2024,11/24/2025,Cancelled
POL0000703,A06465,P00002,I00006,7/10/2020,1/17/2025,Cancelled
POL0000704,A05194,P00007,I00004,11/8/2022,7/15/2027,Cancelled
POL0000705,A00840,P00007,I00002,6/12/2023,2/6/2026,Active
POL0000706,A05827,P00006,I00001,6/10/2024,7/12/2025,Cancelled
POL0000707,A04388,P00007,I00005,12/28/2020,6/19/2026,Active
POL0000708,A00961,P00002,I00002,9/8/2022,9/3/2028,Expired
POL0000709,A01847,P00006,I00002,3/17/2020,7/1/2029,Cancelled
POL0000710,A02802,P00004,I00006,4/29/2021,10/22/2025,Cancelled
POL0000711,A04862,P00004,I00001,3/13/2020,11/27/2024,Expired
POL0000712,A03938,P00005,I00003,10/20/2021,1/4/2026,Cancelled
POL0000713,A00208,P00001,I00005,10/19/2022,1/2/2026,Expired
POL0000714,A05096,P00006,I00004,8/13/2022,12/18/2026,Cancelled
POL0000715,A02439,P00005,I00003,9/1/2020,2/13/2025,Active
POL0000716,A04662,P00002,I00005,8/25/2019,11/19/2028,Cancelled
POL0000717,A02500,P00003,I00001,11/3/2021,7/5/2029,Expired
POL0000718,A05104,P00003,I00006,8/30/2022,4/27/2026,Active
POL0000719,A01395,P00002,I00001,7/9/2022,12/27/2028,Cancelled
POL0000720,A01455,P00007,I00003,9/5/2022,10/22/2028,Expired
POL0000721,A03802,P00006,I00006,3/13/2020,11/17/2024,Cancelled
POL0000722,A01784,P00006,I00004,3/5/2021,12/23/2027,Active
POL0000723,A00999,P00007,I00004,7/7/2023,8/8/2026,Cancelled
POL0000724,A06393,P00006,I00005,5/9/2021,7/18/2026,Active
POL0000725,A03089,P00004,I00005,1/24/2022,11/28/2028,Cancelled
POL0000726,A03038,P00004,I00003,6/29/2024,3/6/2026,Expired
POL0000727,A03945,P00001,I00003,9/17/2020,11/15/2026,Cancelled
POL0000728,A05953,P00002,I00004,7/22/2022,7/22/2028,Active
POL0000729,A01931,P00002,I00005,3/28/2023,5/27/2028,Expired
POL0000730,A01846,P00002,I00006,4/9/2021,2/3/2025,Active
POL0000731,A03182,P00001,I00005,1/1/2020,2/8/2026,Expired
POL0000732,A01701,P00005,I00001,3/3/2023,3/22/2028,Cancelled
POL0000733,A01512,P00005,I00003,2/3/2024,8/16/2026,Active
POL0000734,A06201,P00002,I00003,2/12/2023,4/7/2028,Active
