ClaimID,PolicyID,ClaimDate,ClaimAmount,ClaimStatus,TypeOfLoss
C0000474,POL0047893,2021-09-22,7761,Closed,Theft
C0000475,POL0046688,2023-01-12,25395,Closed,Accident
C0000476,POL0012021,2024-06-17,13436,Open,Theft
C0000477,POL0020394,2019-09-24,22475,Pending,Fire
C0000478,POL0052813,2023-03-06,39483,Open,Liability
C0000479,POL0028268,2022-12-28,19193,Pending,Theft
C0000480,POL0047020,2022-04-29,3392,Open,Theft
C0000481,POL0063835,2020-03-29,15705,Open,Fire
C0000482,POL0057814,2021-12-09,22755,Open,Theft
C0000483,POL0032930,2023-10-14,12461,Closed,Fire
C0000484,POL0036059,2023-10-31,5131,Open,Natural Disaster
C0000485,POL0057673,2021-02-09,22422,Pending,Liability
C0000486,POL0038818,2023-03-18,37406,Pending,Fire
C0000487,POL0057837,2021-01-02,5086,Closed,Theft
C0000488,POL0058114,2020-02-18,3590,Pending,Natural Disaster
C0000489,POL0036320,2023-01-19,40531,Pending,Liability
C0000490,POL0043534,2021-05-07,35512,Open,Theft
C0000491,POL0006204,2024-01-06,1145,Closed,Liability
C0000492,POL0030766,2021-02-27,32867,Pending,Natural Disaster
C0000493,POL0015569,2024-01-08,39542,Open,Liability
C0000494,POL0037037,2021-06-21,33425,Open,Natural Disaster
C0000495,POL0019254,2022-09-15,14910,Closed,Natural Disaster
C0000496,POL0027511,2023-08-08,23839,Closed,Fire
C0000497,POL0013330,2023-08-03,15533,Pending,Fire
C0000498,POL0005955,2021-04-26,12118,Closed,Theft
C0000499,POL0038942,2020-08-01,16346,Open,Natural Disaster
C0000500,POL0054342,2024-03-16,39998,Pending,Natural Disaster
C0000501,POL0003736,2024-02-16,45672,Open,Accident
C0000502,POL0046678,2024-08-06,1326,Pending,Natural Disaster
C0000503,POL0013216,2020-11-14,26974,Pending,Liability
C0000504,POL0029024,2020-02-15,29842,Open,Natural Disaster
C0000505,POL0039753,2021-05-09,32772,Open,Liability
C0000506,POL0057889,2020-12-28,46698,Pending,Liability
C0000507,POL0032537,2019-11-11,41869,Open,Accident
C0000508,POL0008802,2022-11-28,33364,Closed,Theft
C0000509,POL0029933,2023-03-07,8318,Closed,Accident
C0000510,POL0004780,2023-07-19,15858,Closed,Accident
C0000511,POL0022857,2022-01-06,44481,Open,Fire
C0000512,POL0008851,2021-09-06,22829,Closed,Fire
C0000513,POL0047524,2022-10-25,21662,Closed,Accident
C0000514,POL0061198,2020-04-05,41491,Closed,Theft
C0000515,POL0045745,2021-08-31,46904,Open,Natural Disaster
C0000516,POL0012948,2024-03-13,36767,Pending,Accident
C0000517,POL0025905,2022-07-13,38832,Pending,Theft
C0000518,POL0045073,2021-09-14,2565,Closed,Theft
C0000519,POL0055110,2021-02-27,37126,Open,Theft
C0000520,POL0035315,2022-03-22,36813,Closed,Liability
C0000521,POL0033949,2024-02-25,30589,Open,Natural Disaster
C0000522,POL0020834,2022-03-21,22392,Closed,Accident
C0000523,POL0027793,2022-03-04,48311,Closed,Theft
C0000524,POL0019944,2024-02-17,11320,Open,Theft
C0000525,POL0060130,2020-04-07,21003,Closed,Natural Disaster
C0000526,POL0059356,2024-02-17,39751,Closed,Accident
C0000527,POL0052763,2021-05-19,43354,Pending,Accident
C0000528,POL0049181,2020-11-17,37418,Open,Fire
C0000529,POL0035768,2022-12-05,35412,Closed,Natural Disaster
C0000530,POL0033482,2022-06-17,10225,Pending,Fire
C0000531,POL0043187,2020-04-04,32190,Closed,Liability
C0000532,POL0027402,2023-05-06,20590,Pending,Natural Disaster
C0000533,POL0061812,2024-07-01,11579,Pending,Fire
C0000534,POL0003935,2021-09-13,6216,Closed,Fire
C0000535,POL0032641,2022-06-16,30794,Open,Theft
C0000536,POL0034442,2022-08-01,16048,Pending,Fire
C0000537,POL0015984,2020-10-26,49265,Open,Fire
C0000538,POL0063131,2023-01-07,22914,Closed,Accident
C0000539,POL0011529,2021-09-26,24594,Open,Theft
C0000540,POL0061012,2020-06-05,34172,Open,Accident
C0000541,POL0046037,2022-10-21,27350,Pending,Natural Disaster
C0000542,POL0012360,2020-06-30,8243,Pending,Liability
C0000543,POL0031340,2020-09-25,6249,Pending,Natural Disaster
C0000544,POL0008754,2021-03-06,7770,Pending,Natural Disaster
C0000545,POL0009025,2020-06-19,38101,Closed,Natural Disaster
C0000546,POL0014971,2022-03-17,20249,Pending,Accident
C0000547,POL0056592,2021-07-06,5015,Closed,Liability
C0000548,POL0044814,2020-09-27,16237,Closed,Theft
C0000549,POL0055940,2023-04-01,16956,Pending,Fire
C0000550,POL0060222,2020-03-23,26367,Closed,Accident
C0000551,POL0019562,2020-04-14,46612,Closed,Theft
C0000552,POL0061396,2020-04-30,26769,Closed,Natural Disaster
C0000553,POL0050476,2020-04-18,47280,Pending,Fire
C0000554,POL0033812,2024-04-22,24809,Closed,Liability
C0000555,POL0028022,2022-05-01,4745,Pending,Liability
C0000556,POL0003289,2020-09-27,40806,Closed,Liability
C0000557,POL0064717,2019-09-10,23990,Open,Theft
C0000558,POL0058028,2023-08-17,40290,Closed,Accident
C0000559,POL0024133,2022-11-29,32933,Closed,Liability
C0000560,POL0039480,2022-09-29,49103,Open,Liability
C0000561,POL0027600,2022-05-28,6509,Open,Fire
C0000562,POL0060117,2024-02-11,23911,Open,Theft
C0000563,POL0033796,2020-03-10,24464,Open,Liability
C0000564,POL0034317,2023-11-04,15620,Closed,Natural Disaster
C0000565,POL0014649,2024-03-13,2044,Closed,Fire
C0000566,POL0056719,2021-03-07,31065,Pending,Fire
C0000567,POL0062119,2021-05-21,28106,Closed,Theft
C0000568,POL0031605,2022-08-11,44041,Closed,Fire
C0000569,POL0059963,2019-08-31,4524,Closed,Fire
C0000570,POL0060327,2024-07-29,27458,Pending,Liability
C0000571,POL0027284,2024-06-25,7769,Open,Natural Disaster
C0000572,POL0064736,2021-01-23,10089,Open,Natural Disaster
C0000573,POL0035947,2021-12-13,11006,Closed,Theft
C0000574,POL0041349,2023-09-12,31007,Pending,Theft
C0000575,POL0030281,2021-02-28,23327,Pending,Fire
C0000576,POL0041878,2019-11-05,22521,Open,Theft
C0000577,POL0056192,2024-03-31,17184,Open,Fire
C0000578,POL0002074,2021-09-01,26299,Pending,Theft
C0000579,POL0013494,2020-10-13,41261,Closed,Liability
C0000580,POL0043215,2019-11-12,12430,Pending,Accident
C0000581,POL0026128,2022-03-14,11863,Closed,Liability
C0000582,POL0008484,2024-07-27,17336,Open,Liability
C0000583,POL0000852,2022-09-22,36945,Closed,Theft
C0000584,POL0044760,2022-02-11,3404,Pending,Theft
C0000585,POL0049026,2024-07-17,29983,Pending,Liability
C0000586,POL0001246,2021-03-19,6801,Pending,Liability
C0000587,POL0049201,2020-01-01,9556,Open,Natural Disaster
C0000588,POL0024892,2020-06-24,15036,Pending,Theft
C0000589,POL0058052,2023-01-03,5251,Pending,Liability
C0000590,POL0058973,2023-04-02,32372,Pending,Natural Disaster
C0000591,POL0054465,2019-12-27,34672,Open,Natural Disaster
C0000592,POL0046400,2022-12-13,35736,Open,Accident
C0000593,POL0026870,2020-03-22,34624,Closed,Accident
C0000594,POL0025630,2022-11-15,45970,Pending,Theft
C0000595,POL0026039,2020-04-12,39542,Pending,Accident
C0000596,POL0040501,2021-10-06,46269,Pending,Liability
C0000597,POL0044266,2020-04-10,1697,Closed,Liability
C0000598,POL0002844,2023-01-01,44794,Pending,Accident
C0000599,POL0003924,2024-08-11,32151,Pending,Accident
C0000600,POL0035226,2021-01-23,26079,Closed,Accident
C0000601,POL0036836,2023-03-11,11368,Closed,Natural Disaster
C0000602,POL0055724,2023-06-15,11609,Closed,Liability
C0000603,POL0024917,2021-06-12,26051,Closed,Accident
C0000604,POL0000566,2023-04-16,32545,Closed,Natural Disaster
C0000605,POL0019413,2023-01-19,16568,Open,Theft
C0000606,POL0000658,2022-10-03,1976,Open,Natural Disaster
C0000607,POL0018668,2021-04-25,1221,Pending,Natural Disaster
C0000608,POL0038002,2020-11-22,44267,Closed,Natural Disaster
C0000609,POL0032365,2021-02-10,24625,Open,Theft
C0000610,POL0033085,2020-01-04,16141,Pending,Theft
C0000611,POL0028673,2023-06-25,3985,Open,Theft
C0000612,POL0054136,2019-11-04,7297,Closed,Natural Disaster
C0000613,POL0025583,2020-12-06,35483,Closed,Natural Disaster
C0000614,POL0055889,2021-12-03,3612,Closed,Fire
C0000615,POL0013271,2023-11-16,13372,Closed,Accident
C0000616,POL0045496,2020-07-11,27306,Open,Fire
C0000617,POL0001866,2021-05-04,37603,Closed,Theft
C0000618,POL0056348,2023-11-12,44633,Closed,Theft
C0000619,POL0048895,2024-07-12,39322,Pending,Liability
C0000620,POL0030784,2024-03-17,36215,Closed,Theft
C0000621,POL0046283,2024-06-12,11283,Open,Natural Disaster
C0000622,POL0044145,2022-02-03,16649,Closed,Accident
C0000623,POL0049748,2022-09-03,23937,Pending,Fire
C0000624,POL0028206,2024-07-12,35763,Pending,Accident
C0000625,POL0006362,2024-01-30,35831,Pending,Theft
C0000626,POL0048030,2022-03-12,35335,Open,Fire
C0000627,POL0021744,2022-07-28,6964,Open,Theft
C0000628,POL0009578,2023-11-22,38873,Open,Accident
C0000629,POL0009115,2020-06-16,1892,Closed,Fire
C0000630,POL0021342,2020-09-20,2013,Open,Natural Disaster
C0000631,POL0008918,2023-06-12,22573,Pending,Theft
C0000632,POL0024147,2024-01-28,22004,Pending,Liability
C0000633,POL0028497,2024-01-10,5431,Open,Liability
C0000634,POL0011528,2024-07-15,49273,Open,Accident
C0000635,POL0017078,2020-11-14,12622,Pending,Liability
C0000636,POL0009797,2020-08-17,41208,Open,Liability
C0000637,POL0038453,2021-02-11,3876,Pending,Theft
C0000638,POL0043012,2020-12-12,22877,Closed,Theft
C0000639,POL0009076,2020-05-08,33072,Closed,Theft
C0000640,POL0042010,2021-11-26,48662,Pending,Accident
C0000641,POL0025178,2023-04-05,14444,Open,Liability
C0000642,POL0058534,2021-01-07,2338,Closed,Liability
C0000643,POL0018107,2021-10-22,43939,Pending,Fire
C0000644,POL0039614,2024-06-12,4104,Pending,Fire
C0000645,POL0062203,2022-06-15,7612,Open,Accident
C0000646,POL0055284,2023-01-29,14448,Pending,Accident
C0000647,POL0058400,2022-05-14,6172,Pending,Theft
C0000648,POL0047918,2023-06-12,11281,Pending,Accident
C0000649,POL0015221,2024-05-05,10146,Pending,Fire
C0000650,POL0039717,2022-06-09,43564,Closed,Theft
C0000651,POL0018012,2022-11-12,22506,Closed,Accident
C0000652,POL0009625,2022-12-23,16313,Pending,Accident
C0000653,POL0000585,2022-03-29,1819,Open,Accident
C0000654,POL0052783,2020-03-18,43359,Closed,Natural Disaster
C0000655,POL0059780,2021-12-13,31973,Closed,Accident
C0000656,POL0023395,2021-01-20,34307,Pending,Natural Disaster
C0000657,POL0021102,2023-05-30,28438,Closed,Natural Disaster
C0000658,POL0060228,2024-03-01,46038,Closed,Fire
C0000659,POL0004911,2023-04-22,36328,Open,Natural Disaster
C0000660,POL0030404,2020-09-27,31399,Pending,Natural Disaster
C0000661,POL0060641,2021-03-06,33933,Closed,Natural Disaster
C0000662,POL0034675,2021-06-17,8471,Closed,Fire
C0000663,POL0035821,2022-01-13,22257,Pending,Accident
C0000664,POL0022589,2019-10-02,45500,Open,Fire
C0000665,POL0022672,2021-05-17,9081,Open,Liability
C0000666,POL0000835,2022-05-24,33643,Pending,Accident
C0000667,POL0025159,2024-06-20,15635,Open,Theft
C0000668,POL0052094,2024-08-05,15863,Closed,Accident
C0000669,POL0064196,2023-05-17,1290,Open,Theft
C0000670,POL0009485,2021-03-20,11207,Open,Accident
C0000671,POL0000284,2020-05-04,17964,Open,Theft
C0000672,POL0050083,2021-09-14,9340,Pending,Accident
C0000673,POL0011230,2024-03-29,16438,Open,Theft
C0000674,POL0005231,2023-02-28,10422,Open,Fire
C0000675,POL0063376,2022-09-15,38130,Closed,Theft
C0000676,POL0028581,2021-07-27,32479,Pending,Liability
C0000677,POL0006764,2020-05-11,11690,Open,Fire
C0000678,POL0002764,2023-03-07,31973,Open,Liability
C0000679,POL0006880,2020-11-11,48555,Open,Accident
C0000680,POL0005009,2019-09-13,3738,Open,Fire
C0000681,POL0053916,2024-04-09,24237,Closed,Theft
C0000682,POL0037011,2024-03-11,38268,Pending,Liability
C0000683,POL0016044,2022-06-24,47340,Pending,Accident
C0000684,POL0052153,2023-12-29,39406,Open,Accident
C0000685,POL0057283,2023-02-20,6674,Closed,Accident
C0000686,POL0017581,2020-07-09,1098,Open,Fire
C0000687,POL0027268,2022-11-09,17370,Open,Fire
C0000688,POL0053833,2022-03-30,27056,Closed,Liability
C0000689,POL0001604,2022-03-05,30144,Pending,Fire
C0000690,POL0005423,2023-12-05,6322,Open,Fire
C0000691,POL0023200,2022-06-07,25168,Pending,Theft
C0000692,POL0043034,2021-07-24,3790,Closed,Accident
C0000693,POL0023719,2023-05-29,38921,Open,Fire
C0000694,POL0024783,2023-04-03,30770,Open,Natural Disaster
C0000695,POL0046246,2022-08-29,8671,Pending,Theft
C0000696,POL0046574,2024-01-18,22390,Open,Natural Disaster
C0000697,POL0010523,2022-11-05,11715,Closed,Natural Disaster
C0000698,POL0060709,2023-05-26,30422,Open,Accident
C0000699,POL0024331,2022-07-24,1548,Open,Natural Disaster
C0000700,POL0014920,2021-06-21,43243,Pending,Liability
C0000701,POL0022737,2022-04-04,7171,Pending,Theft
C0000702,POL0053955,2024-06-15,18189,Pending,Natural Disaster
C0000703,POL0008181,2019-12-10,23342,Open,Accident
C0000704,POL0005577,2020-12-12,9536,Open,Natural Disaster
C0000705,POL0000499,2019-11-04,26325,Pending,Theft
C0000706,POL0033846,2020-06-14,45444,Open,Fire
C0000707,POL0004072,2020-11-28,7587,Open,Natural Disaster
C0000708,POL0030895,2023-11-13,35857,Open,Liability
C0000709,POL0039384,2020-10-01,29974,Open,Fire
C0000710,POL0008729,2023-12-15,23874,Closed,Fire
C0000711,POL0031576,2022-06-23,18078,Pending,Theft
C0000712,POL0025728,2020-10-31,36273,Open,Liability
C0000713,POL0041090,2022-11-05,42254,Pending,Accident
C0000714,POL0005661,2021-11-08,36787,Open,Theft
C0000715,POL0038706,2021-08-26,43076,Open,Liability
C0000716,POL0035910,2020-05-10,27886,Closed,Fire
C0000717,POL0040882,2023-11-01,37019,Closed,Fire
C0000718,POL0021895,2022-08-12,21550,Pending,Theft
C0000719,POL0062214,2020-07-21,31748,Open,Fire
C0000720,POL0041473,2022-05-21,25291,Closed,Liability
C0000721,POL0048584,2023-11-24,46236,Pending,Theft
C0000722,POL0045703,2024-02-12,28300,Open,Theft
C0000723,POL0056322,2020-12-19,16033,Open,Accident
C0000724,POL0053174,2023-07-28,20167,Closed,Liability
C0000725,POL0019797,2023-11-28,2898,Closed,Natural Disaster
C0000726,POL0040075,2023-02-26,15702,Open,Accident
C0000727,POL0021508,2024-01-12,16684,Open,Accident
C0000728,POL0022525,2023-02-18,44261,Pending,Liability
C0000729,POL0012860,2022-12-21,2195,Closed,Liability
C0000730,POL0005998,2021-09-10,11883,Pending,Natural Disaster
C0000731,POL0055658,2023-03-02,49526,Open,Theft
C0000732,POL0046796,2024-08-10,13083,Pending,Theft
C0000733,POL0019479,2024-05-08,39031,Open,Liability
C0000734,POL0056779,2024-02-24,23929,Closed,Liability
C0000735,POL0046767,2023-06-06,24270,Pending,Natural Disaster
C0000736,POL0045548,2022-01-13,15031,Open,Accident
C0000737,POL0040211,2024-01-07,35823,Pending,Natural Disaster
C0000738,POL0016154,2023-05-24,27271,Closed,Theft
C0000739,POL0026041,2020-08-27,1850,Closed,Natural Disaster
C0000740,POL0034815,2022-03-01,29680,Open,Liability
C0000741,POL0052640,2021-04-29,1682,Closed,Accident
C0000742,POL0063170,2020-03-14,15413,Open,Theft
C0000743,POL0063290,2022-02-16,32345,Open,Accident
C0000744,POL0047189,2022-09-12,18668,Closed,Natural Disaster
C0000745,POL0003217,2023-05-25,7337,Closed,Liability
C0000746,POL0006501,2023-12-25,28078,Closed,Theft
C0000747,POL0016835,2024-08-02,10433,Pending,Liability
C0000748,POL0052549,2021-10-07,4244,Closed,Natural Disaster
C0000749,POL0058040,2022-01-20,5759,Open,Natural Disaster
C0000750,POL0063444,2020-03-18,10409,Open,Accident
C0000751,POL0023319,2021-05-12,47419,Open,Fire
C0000752,POL0063432,2021-08-23,44161,Open,Fire
C0000753,POL0044702,2020-11-21,25553,Pending,Liability
C0000754,POL0060945,2021-04-20,23168,Closed,Fire
C0000755,POL0061028,2024-06-07,18408,Open,Fire
C0000756,POL0017777,2023-07-27,30167,Closed,Fire
C0000757,POL0021277,2023-09-08,45411,Closed,Accident
C0000758,POL0004995,2024-07-29,13317,Closed,Natural Disaster
C0000759,POL0011604,2021-12-26,16968,Open,Theft
C0000760,POL0039765,2024-07-08,35691,Pending,Fire
C0000761,POL0010763,2022-07-19,12097,Pending,Natural Disaster
C0000762,POL0026485,2022-10-14,36325,Pending,Accident
C0000763,POL0026803,2024-02-02,9813,Pending,Fire
C0000764,POL0021200,2024-04-30,12044,Closed,Accident
C0000765,POL0058200,2021-04-22,34535,Closed,Natural Disaster
C0000766,POL0046423,2023-03-16,9556,Pending,Natural Disaster
C0000767,POL0047021,2023-08-27,21408,Closed,Fire
C0000768,POL0016582,2022-05-19,15622,Closed,Theft
C0000769,POL0020663,2023-01-11,24767,Closed,Theft
C0000770,POL0011932,2024-05-10,40600,Closed,Theft
C0000771,POL0028750,2023-09-27,9260,Pending,Liability
C0000772,POL0063394,2022-12-30,36013,Closed,Fire
C0000773,POL0043296,2022-07-08,36310,Pending,Accident
C0000774,POL0003992,2021-03-26,20414,Pending,Liability
C0000775,POL0028549,2020-03-09,44001,Pending,Natural Disaster
C0000776,POL0015195,2024-02-12,46783,Closed,Accident
C0000777,POL0021765,2019-11-09,47006,Closed,Accident
C0000778,POL0046563,2020-09-02,3126,Pending,Liability
C0000779,POL0013521,2024-03-08,36342,Closed,Theft
C0000780,POL0029931,2022-10-13,8057,Open,Theft
C0000781,POL0041091,2023-06-19,25141,Open,Liability
C0000782,POL0026117,2024-05-26,10322,Open,Theft
C0000783,POL0003080,2023-08-17,22533,Closed,Natural Disaster
C0000784,POL0060375,2020-04-14,28797,Pending,Natural Disaster
C0000785,POL0052120,2022-08-11,4215,Open,Fire
C0000786,POL0008275,2022-09-04,7548,Pending,Fire
C0000787,POL0055022,2023-06-29,12383,Pending,Liability
C0000788,POL0054353,2024-06-05,20747,Open,Accident
C0000789,POL0050003,2022-05-24,41084,Closed,Accident
C0000790,POL0027619,2023-04-09,7590,Open,Accident
C0000791,POL0031178,2020-03-21,24518,Pending,Liability
C0000792,POL0046378,2020-08-02,18811,Open,Accident
C0000793,POL0027259,2023-04-10,9185,Closed,Accident
C0000794,POL0052529,2020-07-05,32691,Open,Natural Disaster
C0000795,POL0025335,2021-03-20,19834,Open,Natural Disaster
C0000796,POL0017857,2021-01-08,19909,Open,Natural Disaster
C0000797,POL0019111,2020-07-11,19759,Open,Liability
C0000798,POL0064256,2023-09-29,25741,Closed,Fire
C0000799,POL0048990,2021-08-06,40803,Closed,Natural Disaster
C0000800,POL0019048,2021-10-18,30389,Pending,Accident
C0000801,POL0005722,2020-11-11,25469,Pending,Natural Disaster
C0000802,POL0063502,2020-11-20,11171,Pending,Theft
C0000803,POL0050013,2023-01-15,15782,Closed,Liability
C0000804,POL0049601,2023-06-10,3266,Open,Fire
C0000805,POL0011980,2022-06-16,21087,Closed,Liability
C0000806,POL0006544,2023-12-29,32597,Open,Accident
C0000807,POL0028957,2019-11-12,34577,Open,Liability
C0000808,POL0010336,2022-06-21,21149,Pending,Fire
C0000809,POL0025407,2021-10-22,24235,Pending,Liability
C0000810,POL0040346,2022-03-11,6811,Closed,Fire
C0000811,POL0045105,2024-05-25,14093,Pending,Liability
C0000812,POL0061874,2021-08-22,37474,Closed,Natural Disaster
C0000813,POL0035033,2020-04-30,24958,Open,Fire
C0000814,POL0021054,2022-03-09,36188,Pending,Theft
C0000815,POL0011180,2022-12-10,36805,Closed,Theft
C0000816,POL0064176,2023-07-16,33797,Pending,Natural Disaster
C0000817,POL0037779,2020-12-05,3678,Closed,Accident
C0000818,POL0042956,2024-03-16,49880,Closed,Fire
C0000819,POL0022017,2019-09-10,12251,Pending,Accident
C0000820,POL0052621,2021-02-23,39669,Closed,Theft
C0000821,POL0040382,2020-02-08,37722,Closed,Theft
C0000822,POL0002947,2020-06-29,3295,Open,Fire
C0000823,POL0024428,2023-11-16,44190,Open,Fire
C0000824,POL0032611,2021-01-05,30539,Pending,Liability
C0000825,POL0027788,2023-03-13,23602,Pending,Fire
C0000826,POL0001886,2021-07-20,14808,Pending,Natural Disaster
C0000827,POL0050078,2024-03-25,48053,Open,Theft
C0000828,POL0002354,2024-02-19,47259,Pending,Natural Disaster
C0000829,POL0001639,2023-12-12,47852,Open,Theft
C0000830,POL0048926,2019-09-12,33443,Closed,Fire
C0000831,POL0015944,2024-06-08,28659,Open,Natural Disaster
C0000832,POL0057609,2022-12-17,49601,Open,Natural Disaster
C0000833,POL0032852,2022-11-16,43805,Open,Theft
C0000834,POL0033741,2022-07-27,20244,Open,Theft
C0000835,POL0027623,2022-10-25,38574,Closed,Accident
C0000836,POL0023701,2019-09-18,3145,Closed,Accident
C0000837,POL0043649,2022-07-07,25975,Open,Theft
C0000838,POL0033379,2024-07-31,11793,Open,Theft
C0000839,POL0038409,2020-07-07,35280,Pending,Fire
C0000840,POL0059786,2020-12-09,10459,Pending,Accident
C0000841,POL0027899,2020-10-08,49128,Closed,Fire
C0000842,POL0054343,2022-11-22,44934,Open,Liability
C0000843,POL0041703,2024-07-06,34560,Open,Accident
C0000844,POL0003320,2024-04-21,34684,Open,Fire
C0000845,POL0040096,2021-06-17,22174,Closed,Fire
C0000846,POL0057283,2023-05-30,12710,Closed,Accident
C0000847,POL0050493,2021-02-11,7634,Open,Natural Disaster
C0000848,POL0029797,2020-02-27,44393,Pending,Liability
C0000849,POL0063584,2019-11-04,47458,Closed,Liability
C0000850,POL0026325,2021-11-19,20127,Open,Theft
C0000851,POL0018941,2020-01-05,30195,Open,Natural Disaster
C0000852,POL0029819,2022-07-11,22502,Closed,Theft
C0000853,POL0036001,2021-02-23,38912,Open,Natural Disaster
C0000854,POL0039375,2020-02-12,46010,Pending,Theft
