PremiumID,PolicyID,PremiumAmount,CommissionAmount
POL0000730,POL0000730,6278,1004.48
POL0000731,POL0000731,9285,1299.9
POL0000732,POL0000732,9103,455.15
POL0000733,POL0000733,8361,668.88
POL0000734,POL0000734,3107,559.26
POL0000735,POL0000735,361,54.15
POL0000736,POL0000736,5398,485.82
POL0000737,POL0000737,4661,932.2
POL0000738,POL0000738,284,25.56
POL0000739,POL0000739,758,128.86
POL0000740,POL0000740,435,21.75
POL0000741,POL0000741,38396,6143.36
POL0000742,POL0000742,9568,1817.92
POL0000743,POL0000743,325,65
POL0000744,POL0000744,11373,1592.22
POL0000745,POL0000745,1168,163.52
POL0000746,POL0000746,647,90.58
POL0000747,POL0000747,5547,1109.4
POL0000748,POL0000748,25906,4922.14
POL0000749,POL0000749,12301,984.08
POL0000750,POL0000750,54186,9753.48
POL0000751,POL0000751,3449,620.82
POL0000752,POL0000752,4150,456.5
POL0000753,POL0000753,3440,275.2
POL0000754,POL0000754,90852,11810.76
POL0000755,POL0000755,61560,10465.2
POL0000756,POL0000756,1261,214.37
POL0000757,POL0000757,1418,241.06
POL0000758,POL0000758,7422,1410.18
POL0000759,POL0000759,280,56
POL0000760,POL0000760,3224,548.08
POL0000761,POL0000761,4100,492
POL0000762,POL0000762,509,96.71
POL0000763,POL0000763,726,108.9
POL0000764,POL0000764,2134,106.7
POL0000765,POL0000765,37260,2980.8
POL0000766,POL0000766,4986,448.74
POL0000767,POL0000767,91739,5504.34
POL0000768,POL0000768,2495,199.6
POL0000769,POL0000769,1535,245.6
POL0000770,POL0000770,19136,3635.84
POL0000771,POL0000771,1651,181.61
POL0000772,POL0000772,1089,87.12
POL0000773,POL0000773,5966,417.62
POL0000774,POL0000774,14991,2248.65
POL0000775,POL0000775,68352,6835.2
POL0000776,POL0000776,3357,537.12
POL0000777,POL0000777,7444,744.4
POL0000778,POL0000778,1149,103.41
POL0000779,POL0000779,4071,284.97
POL0000780,POL0000780,24780,2725.8
POL0000781,POL0000781,1246,124.6
POL0000782,POL0000782,3238,226.66
POL0000783,POL0000783,5610,392.7
POL0000784,POL0000784,2383,142.98
POL0000785,POL0000785,7516,1052.24
POL0000786,POL0000786,6303,882.42
POL0000787,POL0000787,20149,2619.37
POL0000788,POL0000788,2273,181.84
POL0000789,POL0000789,2762,524.78
POL0000790,POL0000790,1750,87.5
POL0000791,POL0000791,98091,7847.28
POL0000792,POL0000792,14923,746.15
POL0000793,POL0000793,14493,869.58
POL0000794,POL0000794,838,125.7
POL0000795,POL0000795,1726,310.68
POL0000796,POL0000796,17530,3506
POL0000797,POL0000797,3975,238.5
POL0000798,POL0000798,95876,7670.08
POL0000799,POL0000799,185,22.2
POL0000800,POL0000800,3349,435.37
POL0000801,POL0000801,2714,488.52
POL0000802,POL0000802,3840,652.8
POL0000803,POL0000803,1390,180.7
POL0000804,POL0000804,2161,302.54
POL0000805,POL0000805,4157,623.55
POL0000806,POL0000806,2163,389.34
POL0000807,POL0000807,4451,311.57
POL0000808,POL0000808,2903,464.48
POL0000809,POL0000809,10666,1493.24
POL0000810,POL0000810,1937,154.96
POL0000811,POL0000811,13262,1193.58
POL0000812,POL0000812,1393,236.81
POL0000813,POL0000813,1673,200.76
POL0000814,POL0000814,1892,151.36
POL0000815,POL0000815,611,48.88
POL0000816,POL0000816,8909,623.63
POL0000817,POL0000817,1784,231.92
POL0000818,POL0000818,4040,525.2
POL0000819,POL0000819,17434,2963.78
POL0000820,POL0000820,22576,3612.16
POL0000821,POL0000821,87885,7030.8
POL0000822,POL0000822,2045,245.4
POL0000823,POL0000823,9131,456.55
POL0000824,POL0000824,622,80.86
POL0000825,POL0000825,16074,2411.1
POL0000826,POL0000826,1522,228.3
POL0000827,POL0000827,2791,223.28
POL0000828,POL0000828,8806,968.66
POL0000829,POL0000829,2844,369.72
POL0000830,POL0000830,6892,964.88
POL0000831,POL0000831,2534,481.46
POL0000832,POL0000832,11296,1355.52
POL0000833,POL0000833,17587,3165.66
POL0000834,POL0000834,10041,1606.56
POL0000835,POL0000835,6445,773.4
POL0000836,POL0000836,1240,124
POL0000837,POL0000837,2429,121.45
POL0000838,POL0000838,16688,1835.68
POL0000839,POL0000839,4473,536.76
POL0000840,POL0000840,1140,216.6
POL0000841,POL0000841,911,154.87
POL0000842,POL0000842,2832,509.76
POL0000843,POL0000843,115472,16166.08
POL0000844,POL0000844,13011,1951.65
POL0000845,POL0000845,53382,10676.4
POL0000846,POL0000846,11589,927.12
POL0000847,POL0000847,1175,176.25
POL0000848,POL0000848,38499,4234.89
POL0000849,POL0000849,3136,376.32
POL0000850,POL0000850,9978,898.02
POL0000851,POL0000851,183,21.96
POL0000852,POL0000852,28291,1414.55
POL0000853,POL0000853,151,9.06
POL0000854,POL0000854,302,21.14
POL0000855,POL0000855,1503,285.57
POL0000856,POL0000856,44256,7523.52
POL0000857,POL0000857,2016,342.72
POL0000858,POL0000858,566,101.88
POL0000859,POL0000859,1592,175.12
POL0000860,POL0000860,1194,191.04
POL0000861,POL0000861,40922,5729.08
POL0000862,POL0000862,205,20.5
POL0000863,POL0000863,137397,19235.58
POL0000864,POL0000864,1566,78.3
POL0000865,POL0000865,7104,1136.64
POL0000866,POL0000866,405048,60757.2
POL0000867,POL0000867,866,69.28
POL0000868,POL0000868,5415,487.35
POL0000869,POL0000869,4823,337.61
POL0000870,POL0000870,24352,3652.8
POL0000871,POL0000871,2444,464.36
POL0000872,POL0000872,135,9.45
POL0000873,POL0000873,7972,1275.52
POL0000874,POL0000874,494648,69250.72
POL0000875,POL0000875,3843,422.73
POL0000876,POL0000876,1180,236
POL0000877,POL0000877,7240,724
POL0000878,POL0000878,56511,7346.43
POL0000879,POL0000879,5857,1171.4
POL0000880,POL0000880,1543,216.02
POL0000881,POL0000881,5316,372.12
POL0000882,POL0000882,8770,526.2
POL0000883,POL0000883,1145,217.55
POL0000884,POL0000884,18010,1080.6
POL0000885,POL0000885,4143,621.45
POL0000886,POL0000886,17337,1733.7
POL0000887,POL0000887,286,42.9
POL0000888,POL0000888,1961,254.93
POL0000889,POL0000889,34232,6161.76
POL0000890,POL0000890,646,96.9
POL0000891,POL0000891,11485,2182.15
POL0000892,POL0000892,2499,374.85
POL0000893,POL0000893,10848,1844.16
POL0000894,POL0000894,2024,263.12
POL0000895,POL0000895,4066,528.58
POL0000896,POL0000896,47221,2361.05
POL0000897,POL0000897,11450,1832
POL0000898,POL0000898,10431,625.86
POL0000899,POL0000899,4055,648.8
POL0000900,POL0000900,1537,153.7
POL0000901,POL0000901,1702,102.12
POL0000902,POL0000902,2734,519.46
POL0000903,POL0000903,1138,147.94
POL0000904,POL0000904,6227,1183.13
POL0000905,POL0000905,21546,3662.82
POL0000906,POL0000906,3095,402.35
POL0000907,POL0000907,6858,1165.86
POL0000908,POL0000908,5118,511.8
POL0000909,POL0000909,1365,232.05
POL0000910,POL0000910,14756,1770.72
POL0000911,POL0000911,9991,999.1
POL0000912,POL0000912,301,18.06
POL0000913,POL0000913,1509,75.45
POL0000914,POL0000914,11634,814.38
POL0000915,POL0000915,21264,1913.76
POL0000916,POL0000916,1731,311.58
POL0000917,POL0000917,4592,413.28
POL0000918,POL0000918,1329,225.93
POL0000919,POL0000919,28841,4037.74
POL0000920,POL0000920,1547,123.76
POL0000921,POL0000921,857,94.27
POL0000922,POL0000922,30381,3949.53
POL0000923,POL0000923,2326,116.3
POL0000924,POL0000924,10638,2127.6
POL0000925,POL0000925,768,53.76
POL0000926,POL0000926,499296,59915.52
POL0000927,POL0000927,5817,349.02
POL0000928,POL0000928,2069,206.9
POL0000929,POL0000929,63133,6944.63
POL0000930,POL0000930,1098,186.66
POL0000931,POL0000931,22390,1567.3
POL0000932,POL0000932,1565,203.45
POL0000933,POL0000933,42749,6839.84
POL0000934,POL0000934,1578,110.46
POL0000935,POL0000935,1699,84.95
POL0000936,POL0000936,6894,1171.98
POL0000937,POL0000937,2220,288.6
POL0000938,POL0000938,1489,268.02
POL0000939,POL0000939,86,6.02
POL0000940,POL0000940,15958,1276.64
POL0000941,POL0000941,7438,446.28
POL0000942,POL0000942,1464,219.6
POL0000943,POL0000943,3255,651
POL0000944,POL0000944,8789,1318.35
POL0000945,POL0000945,14666,2199.9
POL0000946,POL0000946,96455,13503.7
POL0000947,POL0000947,779,38.95
POL0000948,POL0000948,46374,8347.32
POL0000949,POL0000949,1493,104.51
POL0000950,POL0000950,2424,436.32
POL0000951,POL0000951,2890,144.5
POL0000952,POL0000952,4772,286.32
POL0000953,POL0000953,357,35.7
POL0000954,POL0000954,8381,921.91
POL0000955,POL0000955,3606,613.02
POL0000956,POL0000956,423,38.07
POL0000957,POL0000957,761,76.1
POL0000958,POL0000958,2145,107.25
POL0000959,POL0000959,766,130.22
POL0000960,POL0000960,1541,107.87
POL0000961,POL0000961,83559,13369.44
POL0000962,POL0000962,2466,147.96
POL0000963,POL0000963,7684,1536.8
POL0000964,POL0000964,1372,219.52
POL0000965,POL0000965,1552,279.36
POL0000966,POL0000966,3048,304.8
POL0000967,POL0000967,1099,76.93
POL0000968,POL0000968,2234,379.78
POL0000969,POL0000969,631,94.65
POL0000970,POL0000970,32301,1615.05
POL0000971,POL0000971,6967,348.35
POL0000972,POL0000972,6130,613
POL0000973,POL0000973,5917,1124.23
POL0000974,POL0000974,11615,1509.95
POL0000975,POL0000975,3665,733
POL0000976,POL0000976,14998,2249.7
POL0000977,POL0000977,3352,268.16
POL0000978,POL0000978,16687,834.35
POL0000979,POL0000979,1610,273.7
POL0000980,POL0000980,2470,419.9
POL0000981,POL0000981,2023,242.76
POL0000982,POL0000982,1265,177.1
POL0000983,POL0000983,1558,155.8
POL0000984,POL0000984,15472,3094.4
POL0000985,POL0000985,8821,1323.15
POL0000986,POL0000986,993,178.74
POL0000987,POL0000987,18792,1691.28
POL0000988,POL0000988,402416,60362.4
POL0000989,POL0000989,44552,2673.12
POL0000990,POL0000990,1057,137.41
POL0000991,POL0000991,2310,138.6
POL0000992,POL0000992,4495,674.25
POL0000993,POL0000993,504,95.76
POL0000994,POL0000994,2373,213.57
POL0000995,POL0000995,20357,1832.13
POL0000996,POL0000996,1103,121.33
POL0000997,POL0000997,69216,7613.76
POL0000998,POL0000998,2102,168.16
POL0000999,POL0000999,577,57.7
POL0001000,POL0001000,187096,35548.24
POL0001001,POL0001001,12555,2008.8
POL0001002,POL0001002,7644,1452.36
POL0001003,POL0001003,1629,114.03
POL0001004,POL0001004,10365,1347.45
POL0001005,POL0001005,2564,512.8
POL0001006,POL0001006,3127,375.24
POL0001007,POL0001007,3574,679.06
POL0001008,POL0001008,1154,92.32
POL0001009,POL0001009,7912,395.6
POL0001010,POL0001010,14835,2967
POL0001011,POL0001011,2313,185.04
POL0001012,POL0001012,2687,429.92
POL0001013,POL0001013,2615,130.75
POL0001014,POL0001014,5850,819
POL0001015,POL0001015,1882,357.58
POL0001016,POL0001016,16918,3214.42
POL0001017,POL0001017,1407,168.84
POL0001018,POL0001018,79556,10342.28
POL0001019,POL0001019,3600,180
POL0001020,POL0001020,35896,7179.2
POL0001021,POL0001021,14407,864.42
POL0001022,POL0001022,4876,292.56
POL0001023,POL0001023,7574,984.62
POL0001024,POL0001024,35750,6435
POL0001025,POL0001025,2586,129.3
POL0001026,POL0001026,15565,1089.55
POL0001027,POL0001027,28056,5611.2
POL0001028,POL0001028,4564,593.32
POL0001029,POL0001029,1814,235.82
POL0001030,POL0001030,2622,209.76
POL0001031,POL0001031,1672,234.08
POL0001032,POL0001032,4847,678.58
POL0001033,POL0001033,67648,12853.12
POL0001034,POL0001034,9585,1629.45
POL0001035,POL0001035,1535,214.9
POL0001036,POL0001036,5641,846.15
POL0001037,POL0001037,3361,369.71
POL0001038,POL0001038,3014,452.1
POL0001039,POL0001039,688,89.44
POL0001040,POL0001040,4080,530.4
POL0001041,POL0001041,13414,2682.8
POL0001042,POL0001042,775,139.5
POL0001043,POL0001043,4131,247.86
POL0001044,POL0001044,425,80.75
POL0001045,POL0001045,823,139.91
POL0001046,POL0001046,36337,5813.92
POL0001047,POL0001047,6741,1078.56
POL0001048,POL0001048,7849,1569.8
POL0001049,POL0001049,63714,9557.1
POL0001050,POL0001050,5703,969.51
POL0001051,POL0001051,3756,450.72
POL0001052,POL0001052,172,27.52
POL0001053,POL0001053,70248,11942.16
POL0001054,POL0001054,7574,530.18
POL0001055,POL0001055,13472,1212.48
POL0001056,POL0001056,1363,68.15
POL0001057,POL0001057,4371,218.55
POL0001058,POL0001058,653,58.77
POL0001059,POL0001059,1395,195.3
POL0001060,POL0001060,581,110.39
POL0001061,POL0001061,656,52.48
POL0001062,POL0001062,1374,68.7
POL0001063,POL0001063,28420,3694.6
POL0001064,POL0001064,21091,4007.29
POL0001065,POL0001065,481,28.86
POL0001066,POL0001066,2570,462.6
POL0001067,POL0001067,1865,186.5
POL0001068,POL0001068,948,75.84
POL0001069,POL0001069,8401,588.07
POL0001070,POL0001070,156,20.28
POL0001071,POL0001071,554,105.26
POL0001072,POL0001072,2608,469.44
POL0001073,POL0001073,8409,1009.08
POL0001074,POL0001074,6672,1267.68
POL0001075,POL0001075,711,42.66
POL0001076,POL0001076,994,119.28
POL0001077,POL0001077,4138,786.22
POL0001078,POL0001078,2908,494.36
POL0001079,POL0001079,2017,363.06
POL0001080,POL0001080,423752,29662.64
POL0001081,POL0001081,3082,431.48
POL0001082,POL0001082,5933,830.62
POL0001083,POL0001083,516,25.8
POL0001084,POL0001084,635,101.6
POL0001085,POL0001085,984,147.6
POL0001086,POL0001086,8484,848.4
POL0001087,POL0001087,6155,1169.45
POL0001088,POL0001088,1577,157.7
POL0001089,POL0001089,1957,156.56
POL0001090,POL0001090,6693,334.65
POL0001091,POL0001091,18394,3310.92
POL0001092,POL0001092,28484,2848.4
POL0001093,POL0001093,9051,1629.18
POL0001094,POL0001094,5168,981.92
POL0001095,POL0001095,65384,3269.2
POL0001096,POL0001096,4047,607.05
POL0001097,POL0001097,5623,899.68
POL0001098,POL0001098,2035,203.5
POL0001099,POL0001099,1152,115.2
POL0001100,POL0001100,15904,2703.68
POL0001101,POL0001101,61831,11747.89
POL0001102,POL0001102,45119,8572.61
POL0001103,POL0001103,481,72.15
POL0001104,POL0001104,1781,89.05
POL0001105,POL0001105,4770,381.6
POL0001106,POL0001106,5188,830.08
POL0001107,POL0001107,3610,505.4
POL0001108,POL0001108,1852,185.2
POL0001109,POL0001109,1107,166.05
POL0001110,POL0001110,9356,1777.64
POL0001111,POL0001111,3067,153.35
POL0001112,POL0001112,2876,488.92
POL0001113,POL0001113,26225,4982.75
POL0001114,POL0001114,6606,660.6
POL0001115,POL0001115,2769,359.97
POL0001116,POL0001116,1918,230.16
POL0001117,POL0001117,2473,173.11
POL0001118,POL0001118,2895,550.05
POL0001119,POL0001119,1606,128.48
POL0001120,POL0001120,19138,2870.7
POL0001121,POL0001121,905,54.3
POL0001122,POL0001122,1804,108.24
POL0001123,POL0001123,782,62.56
POL0001124,POL0001124,467,88.73
POL0001125,POL0001125,1737,208.44
POL0001126,POL0001126,193928,29089.2
POL0001127,POL0001127,571,79.94
POL0001128,POL0001128,3984,677.28
POL0001129,POL0001129,4937,394.96
POL0001130,POL0001130,4588,367.04
POL0001131,POL0001131,457016,45701.6
POL0001132,POL0001132,28415,4830.55
POL0001133,POL0001133,5779,1098.01
POL0001134,POL0001134,158,11.06
POL0001135,POL0001135,4232,338.56
POL0001136,POL0001136,3796,303.68
POL0001137,POL0001137,3538,707.6
POL0001138,POL0001138,9772,586.32
POL0001139,POL0001139,11872,831.04
POL0001140,POL0001140,1371,205.65
POL0001141,POL0001141,3147,157.35
POL0001142,POL0001142,102943,6176.58
POL0001143,POL0001143,382,38.2
POL0001144,POL0001144,13022,911.54
POL0001145,POL0001145,9209,920.9
POL0001146,POL0001146,3379,642.01
POL0001147,POL0001147,3881,194.05
POL0001148,POL0001148,899,62.93
POL0001149,POL0001149,18346,3669.2
POL0001150,POL0001150,13828,1244.52
POL0001151,POL0001151,1512,75.6
POL0001152,POL0001152,20506,1845.54
POL0001153,POL0001153,4648,697.2
POL0001154,POL0001154,9522,1142.64
POL0001155,POL0001155,1690,84.5
POL0001156,POL0001156,1175,82.25
POL0001157,POL0001157,2719,217.52
POL0001158,POL0001158,125714,20114.24
POL0001159,POL0001159,63763,8289.19
POL0001160,POL0001160,1667,150.03
POL0001161,POL0001161,60616,10304.72
POL0001162,POL0001162,4421,663.15
POL0001163,POL0001163,242,14.52
POL0001164,POL0001164,6495,1039.2
POL0001165,POL0001165,1118,145.34
POL0001166,POL0001166,829,132.64
POL0001167,POL0001167,6158,985.28
POL0001168,POL0001168,24467,3670.05
POL0001169,POL0001169,13304,665.2
POL0001170,POL0001170,3304,462.56
POL0001171,POL0001171,107129,11784.19
POL0001172,POL0001172,1212,133.32
POL0001173,POL0001173,2449,220.41
POL0001174,POL0001174,2858,228.64
POL0001175,POL0001175,11030,1985.4
POL0001176,POL0001176,2885,490.45
POL0001177,POL0001177,5892,412.44
POL0001178,POL0001178,8828,617.96
POL0001179,POL0001179,322504,41925.52
POL0001180,POL0001180,1718,120.26
POL0001181,POL0001181,551,60.61
POL0001182,POL0001182,2846,398.44
POL0001183,POL0001183,12333,739.98
POL0001184,POL0001184,2230,111.5
POL0001185,POL0001185,15184,3036.8
POL0001186,POL0001186,3861,579.15
POL0001187,POL0001187,130575,14363.25
POL0001188,POL0001188,742,103.88
POL0001189,POL0001189,15360,2304
POL0001190,POL0001190,4292,643.8
POL0001191,POL0001191,45917,2755.02
POL0001192,POL0001192,5165,568.15
POL0001193,POL0001193,3309,397.08
POL0001194,POL0001194,1394,223.04
POL0001195,POL0001195,2119,105.95
POL0001196,POL0001196,13398,937.86
POL0001197,POL0001197,26807,2948.77
POL0001198,POL0001198,3856,424.16
POL0001199,POL0001199,4780,956
POL0001200,POL0001200,801,160.2
POL0001201,POL0001201,15219,1369.71
POL0001202,POL0001202,558,61.38
POL0001203,POL0001203,498,39.84
POL0001204,POL0001204,289,43.35
POL0001205,POL0001205,78256,11738.4
POL0001206,POL0001206,550,93.5
POL0001207,POL0001207,907,63.49
POL0001208,POL0001208,1854,185.4
POL0001209,POL0001209,4891,880.38
POL0001210,POL0001210,102724,16435.84
POL0001211,POL0001211,4345,521.4
POL0001212,POL0001212,28396,1419.8
POL0001213,POL0001213,519,72.66
POL0001214,POL0001214,2358,165.06
POL0001215,POL0001215,1698,84.9
POL0001216,POL0001216,26406,1320.3
POL0001217,POL0001217,850,102
POL0001218,POL0001218,673,100.95
POL0001219,POL0001219,1929,192.9
POL0001220,POL0001220,6044,1208.8
POL0001221,POL0001221,86926,13908.16
POL0001222,POL0001222,3973,794.6
POL0001223,POL0001223,7734,1546.8
POL0001224,POL0001224,31633,3795.96
POL0001225,POL0001225,8643,1123.59
POL0001226,POL0001226,36142,5059.88
POL0001227,POL0001227,14054,843.24
POL0001228,POL0001228,10998,1099.8
POL0001229,POL0001229,2250,405
POL0001230,POL0001230,9937,1888.03
POL0001231,POL0001231,1128,214.32
POL0001232,POL0001232,53680,5368
POL0001233,POL0001233,65536,11141.12
POL0001234,POL0001234,4684,421.56
POL0001235,POL0001235,544,87.04
POL0001236,POL0001236,26082,2869.02
POL0001237,POL0001237,808,129.28
POL0001238,POL0001238,104,7.28
POL0001239,POL0001239,1533,91.98
POL0001240,POL0001240,127,11.43
POL0001241,POL0001241,5325,266.25
POL0001242,POL0001242,3946,512.98
POL0001243,POL0001243,197,25.61
POL0001244,POL0001244,4441,399.69
POL0001245,POL0001245,1083,108.3
POL0001246,POL0001246,3807,723.33
POL0001247,POL0001247,4218,337.44
POL0001248,POL0001248,72643,7990.73
POL0001249,POL0001249,371,59.36
POL0001250,POL0001250,795,119.25
POL0001251,POL0001251,12247,1102.23
POL0001252,POL0001252,5250,420
POL0001253,POL0001253,2962,592.4
POL0001254,POL0001254,166816,11677.12
POL0001255,POL0001255,54402,7072.26
POL0001256,POL0001256,1675,83.75
POL0001257,POL0001257,1165,69.9
POL0001258,POL0001258,2634,526.8
POL0001259,POL0001259,1270,101.6
POL0001260,POL0001260,342,37.62
POL0001261,POL0001261,593,77.09
POL0001262,POL0001262,92028,9202.8
POL0001263,POL0001263,3757,262.99
POL0001264,POL0001264,2605,130.25
POL0001265,POL0001265,6373,701.03
POL0001266,POL0001266,8462,423.1
POL0001267,POL0001267,4407,440.7
POL0001268,POL0001268,788,126.08
POL0001269,POL0001269,1992,139.44
POL0001270,POL0001270,1798,323.64
POL0001271,POL0001271,2260,361.6
POL0001272,POL0001272,573,97.41
POL0001273,POL0001273,1251,125.1
POL0001274,POL0001274,159485,22327.9
POL0001275,POL0001275,1481,281.39
POL0001276,POL0001276,516712,82673.92
POL0001277,POL0001277,710,113.6
POL0001278,POL0001278,40761,3260.88
POL0001279,POL0001279,2916,320.76
POL0001280,POL0001280,4260,639
POL0001281,POL0001281,2484,397.44
POL0001282,POL0001282,1001,130.13
POL0001283,POL0001283,6959,1391.8
